Date,ASTRAL.NS,DEEPAKNTR.NS,LTTS.NS,PERSISTENT.NS,TATAELXSI.NS,NIFTY50
2022-08-12,1476.903076171875,2032.4541015625,3519.59228515625,1819.988525390625,9947.8095703125,17698.150390625
2022-08-16,1487.6513671875,2073.819580078125,3537.048583984375,1822.2127685546875,10279.19140625,17825.25
2022-08-17,1498.2508544921875,2095.591064453125,3693.3837890625,1855.8909912109375,10381.9931640625,17944.25
2022-08-18,1517.99951171875,2082.379638671875,3736.855712890625,1873.854248046875,10313.248046875,17956.5
2022-08-19,1528.98046875,2020.034423828125,3648.229248046875,1839.6871337890625,9851.3251953125,17758.44921875
2022-08-22,1514.872802734375,1959.8663330078125,3533.874267578125,1805.080322265625,9511.19921875,17490.69921875
2022-08-23,1535.9410400390625,1966.546142578125,3511.41748046875,1771.328857421875,9346.06640625,17577.5
2022-08-24,1568.1019287109375,1969.465576171875,3538.8759765625,1763.874755859375,9581.44921875,17604.94921875
2022-08-25,1560.1363525390625,1937.69921875,3502.761474609375,1731.4185791015625,9382.84375,17522.44921875
2022-08-26,1569.8515625,1940.321533203125,3529.64306640625,1723.2801513671875,9083.9638671875,17558.900390625
2022-08-29,1536.871826171875,1923.1025390625,3441.4970703125,1675.035888671875,8619.369140625,17312.900390625
2022-08-30,1557.716796875,1958.4810791015625,3572.00927734375,1719.5653076171875,8763.5615234375,17759.30078125
2022-09-01,1623.601806640625,1984.4581298828125,3486.45947265625,1661.886962890625,8764.58203125,17542.80078125
2022-09-02,1723.025146484375,1962.1920166015625,3502.136474609375,1668.9744873046875,8460.40625,17539.44921875
2022-09-05,1716.0643310546875,1997.4219970703125,3505.214111328125,1663.035888671875,8621.3115234375,17665.80078125
2022-09-06,1741.6737060546875,1981.885009765625,3485.9306640625,1638.2779541015625,8595.6611328125,17655.599609375
2022-09-07,1816.0457763671875,1997.8177490234375,3458.087158203125,1613.6427001953125,8563.353515625,17624.400390625
2022-09-08,1839.86865234375,2013.3050537109375,3469.0517578125,1602.81591796875,8517.8798828125,17798.75
2022-09-09,1931.25146484375,2023.498046875,3609.56591796875,1658.6121826171875,8566.8515625,17833.349609375
2022-09-12,1900.021240234375,2155.7587890625,3678.043701171875,1672.6160888671875,8633.5068359375,17936.349609375
2022-09-13,1820.81005859375,2233.047119140625,3693.7685546875,1661.4959716796875,8831.529296875,18070.05078125
2022-09-14,1795.7591552734375,2228.7919921875,3536.375,1613.1783447265625,8661.9755859375,18003.75
2022-09-15,1865.217529296875,2207.169189453125,3492.56689453125,1587.0032958984375,8633.3603515625,17877.400390625
2022-09-16,1741.15283203125,2086.14013671875,3301.27099609375,1545.137939453125,8482.802734375,17530.849609375
2022-09-19,1767.8043212890625,2050.16796875,3215.48095703125,1546.0662841796875,8449.865234375,17622.25
2022-09-20,1800.0771484375,2126.763671875,3277.756103515625,1554.473876953125,8649.1982421875,17816.25
2022-09-21,1753.6224365234375,2118.747802734375,3323.96875,1553.88720703125,8567.53125,17718.349609375
2022-09-22,1744.09326171875,2140.1728515625,3353.831787109375,1564.4208984375,8735.7724609375,17629.80078125
2022-09-23,1724.1417236328125,2141.2119140625,3315.16845703125,1538.734619140625,8606.0078125,17327.349609375
2022-09-26,1644.2606201171875,2065.655517578125,3339.501220703125,1552.7874755859375,8292.845703125,17016.30078125
2022-09-27,1609.1591796875,2033.3447265625,3368.642822265625,1552.2742919921875,8100.119140625,17007.400390625
2022-09-28,1626.8402099609375,2054.9677734375,3377.635009765625,1565.1785888671875,8183.68115234375,16858.599609375
2022-09-29,1604.8040771484375,1989.4061279296875,3385.666259765625,1575.6876220703125,8189.65625,16818.099609375
2022-09-30,1661.978759765625,2014.839111328125,3454.28857421875,1584.2904052734375,8313.8828125,17094.349609375
2022-10-03,1638.23046875,2029.5347900390625,3358.6884765625,1563.83447265625,8076.84814453125,16887.349609375
2022-10-04,1669.8701171875,2085.54638671875,3438.611572265625,1612.493896484375,8248.634765625,17274.30078125
2022-10-06,1674.969970703125,2153.28466796875,3461.7900390625,1736.575439453125,8332.8291015625,17331.80078125
2022-10-07,1686.9554443359375,2182.428955078125,3449.912353515625,1705.5367431640625,8307.6630859375,17314.650390625
2022-10-10,1637.7467041015625,2183.71533203125,3469.436279296875,1741.683349609375,8340.845703125,17241.0
2022-10-11,1619.2095947265625,2155.56103515625,3419.712646484375,1731.27197265625,8268.6513671875,16983.55078125
2022-10-12,1636.0341796875,2202.666259765625,3459.289306640625,1758.3756103515625,8123.6328125,17123.599609375
2022-10-13,1602.3101806640625,2202.31982421875,3428.705322265625,1718.9296875,8077.1875,17014.349609375
2022-10-14,1600.597900390625,2201.924072265625,3480.0634765625,1782.840087890625,8225.55859375,17185.69921875
2022-10-17,1599.3695068359375,2232.30517578125,3449.2392578125,1773.6751708984375,7562.16455078125,17311.80078125
2022-10-18,1616.04541015625,2226.466552734375,3534.59619140625,1803.6138916015625,7000.404296875,17486.94921875
2022-10-19,1531.69775390625,2237.55029296875,3361.429931640625,1790.2452392578125,7106.84912109375,17512.25
2022-10-20,1518.8184814453125,2224.239990234375,3395.90869140625,1811.77685546875,7165.68212890625,17563.94921875
2022-10-21,1491.16162109375,2218.648193359375,3377.106689453125,1791.7850341796875,7055.44775390625,17576.30078125
2022-10-24,1501.2862548828125,2213.55224609375,3389.32080078125,1812.461181640625,7102.087890625,17730.75
2022-10-25,1478.9896240234375,2229.583740234375,3426.877685546875,1871.752197265625,6982.671875,17656.349609375
2022-10-27,1458.5540771484375,2235.026611328125,3395.43994140625,1842.25341796875,6824.0009765625,17736.94921875
2022-10-28,1452.8590087890625,2227.2578125,3335.2685546875,1770.1802978515625,6680.6826171875,17786.80078125
2022-10-31,1512.1185302734375,2289.900146484375,3417.9921875,1805.1536865234375,6797.52392578125,18012.19921875
2022-11-01,1538.8443603515625,2301.28076171875,3483.620849609375,1840.102783203125,6758.60888671875,18145.400390625
2022-11-02,1541.077880859375,2319.14306640625,3493.71337890625,1833.8460693359375,6746.36669921875,18082.849609375
2022-11-03,1545.1724853515625,2295.19482421875,3500.184814453125,1835.605712890625,6697.24951171875,18052.69921875
2022-11-04,1553.9197998046875,2291.87939453125,3503.033935546875,1807.5487060546875,6712.21240234375,18117.150390625
2022-11-07,1561.178466796875,2308.356689453125,3517.18359375,1824.6568603515625,6778.673828125,18202.80078125
2022-11-09,1557.791259765625,2275.10546875,3496.94921875,1813.9276123046875,6801.06982421875,18157.0
2022-11-10,1536.908935546875,2057.738525390625,3527.56640625,1791.222900390625,6729.36279296875,18028.19921875
2022-11-11,1535.0478515625,2096.135009765625,3590.00732421875,1831.9642333984375,6765.11865234375,18349.69921875
2022-11-14,1475.751220703125,2119.2919921875,3664.37646484375,1874.440673828125,6777.50732421875,18329.150390625
2022-11-15,1442.064453125,2164.467529296875,3640.56884765625,1866.6444091796875,6802.18798828125,18403.400390625
2022-11-16,1431.3438720703125,2138.539794921875,3650.42041015625,1863.51611328125,6749.42724609375,18409.650390625
2022-11-17,1403.4266357421875,2125.0810546875,3627.192138671875,1845.7484130859375,6649.20166015625,18343.900390625
